Repositorio;Branch;Link
Servicos_CreateInteractionREST;master;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/Servicos_CreateInteractionREST?_a=contents&version=GBmaster
TIM_Components_RestPartnerIntegration;WEB0304;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/TIM_Components_RestPartnerIntegration?_a=contents&version=GBWEB0304
TIM_Components_RestPartnerIntegration;master;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/TIM_Components_RestPartnerIntegration?_a=contents&version=GBmaster
MeuTIM_pweb-portlet-genericIframe;master;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/MeuTIM_pweb-portlet-genericIframe?_a=contents&version=GBmaster
MeuTIM_pweb-portlet-upgradePlano;master;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/MeuTIM_pweb-portlet-upgradePlano?_a=contents&version=GBmaster
Portal_Internet_pweb-content-vap;WEB0200;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/Portal_Internet_pweb-content-vap?_a=contents&version=GBWEB0200
Portal_Internet_pweb-content-vap;master;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/Portal_Internet_pweb-content-vap?_a=contents&version=GBmaster
OAM_WS;master;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/OAM_WS?_a=contents&version=GBmaster
MeuTIM_pweb-portlet-tipoConta;WEB0169;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/MeuTIM_pweb-portlet-tipoConta?_a=contents&version=GBWEB0169
MeuTIM_pweb-portlet-tipoConta;master;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/MeuTIM_pweb-portlet-tipoConta?_a=contents&version=GBmaster
pweb-portlet-consultaStatusPortabilidade;master;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/pweb-portlet-consultaStatusPortabilidade?_a=contents&version=GBmaster
Portal_Internet_pweb-vcm-domain;WEB0003;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/Portal_Internet_pweb-vcm-domain?_a=contents&version=GBWEB0003
Portal_Internet_pweb-vcm-domain;WEB0136;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/Portal_Internet_pweb-vcm-domain?_a=contents&version=GBWEB0136
Portal_Internet_pweb-vcm-domain;WEB0190;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/Portal_Internet_pweb-vcm-domain?_a=contents&version=GBWEB0190
Portal_Internet_pweb-vcm-domain;WEB0200;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/Portal_Internet_pweb-vcm-domain?_a=contents&version=GBWEB0200
Portal_Internet_pweb-vcm-domain;master;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/Portal_Internet_pweb-vcm-domain?_a=contents&version=GBmaster
MeuTIM_pweb-portlet-alterarPerfilFatura;WEB0112;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/MeuTIM_pweb-portlet-alterarPerfilFatura?_a=contents&version=GBWEB0112
MeuTIM_pweb-portlet-alterarPerfilFatura;WEB0148;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/MeuTIM_pweb-portlet-alterarPerfilFatura?_a=contents&version=GBWEB0148
MeuTIM_pweb-portlet-alterarPerfilFatura;master;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/MeuTIM_pweb-portlet-alterarPerfilFatura?_a=contents&version=GBmaster
MeuTIM_pweb-portlet-exibePortabilidade;master;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/MeuTIM_pweb-portlet-exibePortabilidade?_a=contents&version=GBmaster
MeuTIM_pweb-portlet-termoAdesao;master;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/MeuTIM_pweb-portlet-termoAdesao?_a=contents&version=GBmaster
PWEB_Commons_Parent;master;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/PWEB_Commons_Parent?_a=contents&version=GBmaster
MeuTIM_pweb-portlet-creditoEspecial;TIM2625;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/MeuTIM_pweb-portlet-creditoEspecial?_a=contents&version=GBTIM2625
MeuTIM_pweb-portlet-creditoEspecial;master;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/MeuTIM_pweb-portlet-creditoEspecial?_a=contents&version=GBmaster
MeuTIM_pweb-portlet-consultarNotasFiscais;master;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/MeuTIM_pweb-portlet-consultarNotasFiscais?_a=contents&version=GBmaster
MeuTIM_pweb-portlet-imeiAparelho;master;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/MeuTIM_pweb-portlet-imeiAparelho?_a=contents&version=GBmaster
MeuTIM_pweb-portlet-recargaOnline;master;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/MeuTIM_pweb-portlet-recargaOnline?_a=contents&version=GBmaster
Portal_Captive_pcaptive-vcm;master;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/Portal_Captive_pcaptive-vcm?_a=contents&version=GBmaster
TIM_Components_Content;master;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/TIM_Components_Content?_a=contents&version=GBmaster
MeuTIM_pweb-services-vgn-ext-templating;master;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/MeuTIM_pweb-services-vgn-ext-templating?_a=contents&version=GBmaster
MeuTIM_pweb-portlet-alterarDadosCadastrais;SCRPRD47387;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/MeuTIM_pweb-portlet-alterarDadosCadastrais?_a=contents&version=GBSCRPRD47387
MeuTIM_pweb-portlet-alterarDadosCadastrais;WEB0016;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/MeuTIM_pweb-portlet-alterarDadosCadastrais?_a=contents&version=GBWEB0016
MeuTIM_pweb-portlet-alterarDadosCadastrais;WEB0080;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/MeuTIM_pweb-portlet-alterarDadosCadastrais?_a=contents&version=GBWEB0080
MeuTIM_pweb-portlet-alterarDadosCadastrais;WEB0148;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/MeuTIM_pweb-portlet-alterarDadosCadastrais?_a=contents&version=GBWEB0148
MeuTIM_pweb-portlet-alterarDadosCadastrais;WEB0342;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/MeuTIM_pweb-portlet-alterarDadosCadastrais?_a=contents&version=GBWEB0342
MeuTIM_pweb-portlet-alterarDadosCadastrais;master;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/MeuTIM_pweb-portlet-alterarDadosCadastrais?_a=contents&version=GBmaster
OAAM_Extensions_Web;WEB0311_feature_otp_web_accesscontrol;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/OAAM_Extensions_Web?_a=contents&version=GBWEB0311_feature_otp_web_accesscontrol
OAAM_Extensions_Web;development;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/OAAM_Extensions_Web?_a=contents&version=GBdevelopment
OAAM_Extensions_Web;fqa;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/OAAM_Extensions_Web?_a=contents&version=GBfqa
OAAM_Extensions_Web;master;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/OAAM_Extensions_Web?_a=contents&version=GBmaster
MeuTIM_pweb-portlet-clickCounting;master;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/MeuTIM_pweb-portlet-clickCounting?_a=contents&version=GBmaster
Varejo_Parent;master;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/Varejo_Parent?_a=contents&version=GBmaster
Portal_Internet_pweb-content-vgn-ext-templating;WEB0003;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/Portal_Internet_pweb-content-vgn-ext-templating?_a=contents&version=GBWEB0003
Portal_Internet_pweb-content-vgn-ext-templating;WEB0285;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/Portal_Internet_pweb-content-vgn-ext-templating?_a=contents&version=GBWEB0285
Portal_Internet_pweb-content-vgn-ext-templating;master;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/Portal_Internet_pweb-content-vgn-ext-templating?_a=contents&version=GBmaster
Portal_Captive_pcap-vcm-core;DSV_SCRAT45390;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/Portal_Captive_pcap-vcm-core?_a=contents&version=GBDSV_SCRAT45390
Portal_Captive_pcap-vcm-core;master;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/Portal_Captive_pcap-vcm-core?_a=contents&version=GBmaster
MeuTIM_ pweb-portlet-religaConfianca;master;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/MeuTIM_ pweb-portlet-religaConfianca?_a=contents&version=GBmaster
Portal_Internet_pweb-common-project;master;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/Portal_Internet_pweb-common-project?_a=contents&version=GBmaster
OAM_AccessControlNetflix;DEV_Integracao;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/OAM_AccessControlNetflix?_a=contents&version=GBDEV_Integracao
OAM_AccessControlNetflix;FQA_Integracao;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/OAM_AccessControlNetflix?_a=contents&version=GBFQA_Integracao
OAM_AccessControlNetflix;master;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/OAM_AccessControlNetflix?_a=contents&version=GBmaster
TIM_Components_userData;WEB0169;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/TIM_Components_userData?_a=contents&version=GBWEB0169
TIM_Components_userData;master;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/TIM_Components_userData?_a=contents&version=GBmaster
MeuTIM_acc-autoAtendimento-ear;master;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/MeuTIM_acc-autoAtendimento-ear?_a=contents&version=GBmaster
MeuTIM_pweb-portlet-acessoRapido;master;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/MeuTIM_pweb-portlet-acessoRapido?_a=contents&version=GBmaster
Wifi_pwifi-vcm-domain;WEB0190;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/Wifi_pwifi-vcm-domain?_a=contents&version=GBWEB0190
Wifi_pwifi-vcm-domain;master;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/Wifi_pwifi-vcm-domain?_a=contents&version=GBmaster
TIM_Components_interests;WEB0232;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/TIM_Components_interests?_a=contents&version=GBWEB0232
TIM_Components_interests;master;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/TIM_Components_interests?_a=contents&version=GBmaster
Servicos_CadAuto;DEV_Integracao;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/Servicos_CadAuto?_a=contents&version=GBDEV_Integracao
Servicos_CadAuto;DSV_Interno_cache;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/Servicos_CadAuto?_a=contents&version=GBDSV_Interno_cache
Servicos_CadAuto;FQA_Integracao;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/Servicos_CadAuto?_a=contents&version=GBFQA_Integracao
Servicos_CadAuto;SDN12345;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/Servicos_CadAuto?_a=contents&version=GBSDN12345
Servicos_CadAuto;SDN338229;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/Servicos_CadAuto?_a=contents&version=GBSDN338229
Servicos_CadAuto;SDN339243;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/Servicos_CadAuto?_a=contents&version=GBSDN339243
Servicos_CadAuto;SDN341640;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/Servicos_CadAuto?_a=contents&version=GBSDN341640
Servicos_CadAuto;SDN344238_WEB0275;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/Servicos_CadAuto?_a=contents&version=GBSDN344238_WEB0275
Servicos_CadAuto;SDN344238_WEB0275-revert-from-SDN350619;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/Servicos_CadAuto?_a=contents&version=GBSDN344238_WEB0275-revert-from-SDN350619
Servicos_CadAuto;SDN350619;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/Servicos_CadAuto?_a=contents&version=GBSDN350619
Servicos_CadAuto;TIR338673;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/Servicos_CadAuto?_a=contents&version=GBTIR338673
Servicos_CadAuto;TIR339154;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/Servicos_CadAuto?_a=contents&version=GBTIR339154
Servicos_CadAuto;TIR341511;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/Servicos_CadAuto?_a=contents&version=GBTIR341511
Servicos_CadAuto;TIR341862;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/Servicos_CadAuto?_a=contents&version=GBTIR341862
Servicos_CadAuto;TIR342214;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/Servicos_CadAuto?_a=contents&version=GBTIR342214
Servicos_CadAuto;TIR_REMOCAO_CAPTCHA_INIT;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/Servicos_CadAuto?_a=contents&version=GBTIR_REMOCAO_CAPTCHA_INIT
Servicos_CadAuto;WEB0178_2;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/Servicos_CadAuto?_a=contents&version=GBWEB0178_2
Servicos_CadAuto;WEB0178_Entrega1;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/Servicos_CadAuto?_a=contents&version=GBWEB0178_Entrega1
Servicos_CadAuto;WEB0187;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/Servicos_CadAuto?_a=contents&version=GBWEB0187
Servicos_CadAuto;WEB0204;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/Servicos_CadAuto?_a=contents&version=GBWEB0204
Servicos_CadAuto;WEB0205;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/Servicos_CadAuto?_a=contents&version=GBWEB0205
Servicos_CadAuto;WEB0206;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/Servicos_CadAuto?_a=contents&version=GBWEB0206
Servicos_CadAuto;master;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/Servicos_CadAuto?_a=contents&version=GBmaster
MeuTIM_pweb-portlet-cancelamentoAutomatico;WEB0154;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/MeuTIM_pweb-portlet-cancelamentoAutomatico?_a=contents&version=GBWEB0154
MeuTIM_pweb-portlet-cancelamentoAutomatico;master;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/MeuTIM_pweb-portlet-cancelamentoAutomatico?_a=contents&version=GBmaster
Servicos_PostCodeWS;DEV_Integracao;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/Servicos_PostCodeWS?_a=contents&version=GBDEV_Integracao
Servicos_PostCodeWS;FQA_Integracao;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/Servicos_PostCodeWS?_a=contents&version=GBFQA_Integracao
Servicos_PostCodeWS;master;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/Servicos_PostCodeWS?_a=contents&version=GBmaster
Servicos_Captive;BUG117343;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/Servicos_Captive?_a=contents&version=GBBUG117343
Servicos_Captive;DEV_Integracao;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/Servicos_Captive?_a=contents&version=GBDEV_Integracao
Servicos_Captive;FQA_Integracao;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/Servicos_Captive?_a=contents&version=GBFQA_Integracao
Servicos_Captive;TIR117349;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/Servicos_Captive?_a=contents&version=GBTIR117349
Servicos_Captive;WEB0303;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/Servicos_Captive?_a=contents&version=GBWEB0303
Servicos_Captive;WEB0304;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/Servicos_Captive?_a=contents&version=GBWEB0304
Servicos_Captive;WEB0318;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/Servicos_Captive?_a=contents&version=GBWEB0318
Servicos_Captive;WEB0318_Integracao;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/Servicos_Captive?_a=contents&version=GBWEB0318_Integracao
Servicos_Captive;WEB0318_TIR_LOG;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/Servicos_Captive?_a=contents&version=GBWEB0318_TIR_LOG
Servicos_Captive;WEB0330;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/Servicos_Captive?_a=contents&version=GBWEB0330
Servicos_Captive;WEB0348;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/Servicos_Captive?_a=contents&version=GBWEB0348
Servicos_Captive;WEB0351;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/Servicos_Captive?_a=contents&version=GBWEB0351
Servicos_Captive;WEB0352;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/Servicos_Captive?_a=contents&version=GBWEB0352
Servicos_Captive;master;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/Servicos_Captive?_a=contents&version=GBmaster
TIM_Components_errorHandling;DEV_Integracao;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/TIM_Components_errorHandling?_a=contents&version=GBDEV_Integracao
TIM_Components_errorHandling;FQA_Integracao;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/TIM_Components_errorHandling?_a=contents&version=GBFQA_Integracao
TIM_Components_errorHandling;master;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/TIM_Components_errorHandling?_a=contents&version=GBmaster
Camada_Exposicao_API_Grupo_InternetVarejo;300dias_API_A_F2;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/Camada_Exposicao_API_Grupo_InternetVarejo?_a=contents&version=GB300dias_API_A_F2
Camada_Exposicao_API_Grupo_InternetVarejo;300dias_APIs_A;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/Camada_Exposicao_API_Grupo_InternetVarejo?_a=contents&version=GB300dias_APIs_A
Camada_Exposicao_API_Grupo_InternetVarejo;300dias_APIs_B;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/Camada_Exposicao_API_Grupo_InternetVarejo?_a=contents&version=GB300dias_APIs_B
Camada_Exposicao_API_Grupo_InternetVarejo;300dias_APIs_B_F2;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/Camada_Exposicao_API_Grupo_InternetVarejo?_a=contents&version=GB300dias_APIs_B_F2
Camada_Exposicao_API_Grupo_InternetVarejo;BUG88450;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/Camada_Exposicao_API_Grupo_InternetVarejo?_a=contents&version=GBBUG88450
Camada_Exposicao_API_Grupo_InternetVarejo;TIR89030;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/Camada_Exposicao_API_Grupo_InternetVarejo?_a=contents&version=GBTIR89030
Camada_Exposicao_API_Grupo_InternetVarejo;WEB0114_APIs_A;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/Camada_Exposicao_API_Grupo_InternetVarejo?_a=contents&version=GBWEB0114_APIs_A
Camada_Exposicao_API_Grupo_InternetVarejo;WEB0121_APIs_A;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/Camada_Exposicao_API_Grupo_InternetVarejo?_a=contents&version=GBWEB0121_APIs_A
Camada_Exposicao_API_Grupo_InternetVarejo;WEB0121_APIs_B;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/Camada_Exposicao_API_Grupo_InternetVarejo?_a=contents&version=GBWEB0121_APIs_B
Camada_Exposicao_API_Grupo_InternetVarejo;WEB0121_APIs_C;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/Camada_Exposicao_API_Grupo_InternetVarejo?_a=contents&version=GBWEB0121_APIs_C
Camada_Exposicao_API_Grupo_InternetVarejo;WEB0122;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/Camada_Exposicao_API_Grupo_InternetVarejo?_a=contents&version=GBWEB0122
Camada_Exposicao_API_Grupo_InternetVarejo;WEB0139;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/Camada_Exposicao_API_Grupo_InternetVarejo?_a=contents&version=GBWEB0139
Camada_Exposicao_API_Grupo_InternetVarejo;WEB0339;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/Camada_Exposicao_API_Grupo_InternetVarejo?_a=contents&version=GBWEB0339
Camada_Exposicao_API_Grupo_InternetVarejo;WEB0362;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/Camada_Exposicao_API_Grupo_InternetVarejo?_a=contents&version=GBWEB0362
Camada_Exposicao_API_Grupo_InternetVarejo;master;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/Camada_Exposicao_API_Grupo_InternetVarejo?_a=contents&version=GBmaster
Portal_Internet_pweb-vcm-util;master;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/Portal_Internet_pweb-vcm-util?_a=contents&version=GBmaster
MeuTIM_pweb-portlet-extratoInternetAcumulada;master;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/MeuTIM_pweb-portlet-extratoInternetAcumulada?_a=contents&version=GBmaster
TIM_Components_TIMCHIP;master;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/TIM_Components_TIMCHIP?_a=contents&version=GBmaster
Portal_Internet_pweb-services-threeTierWidget;master;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/Portal_Internet_pweb-services-threeTierWidget?_a=contents&version=GBmaster
TIM_Connector_restClientLegacy;WEB0241;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/TIM_Connector_restClientLegacy?_a=contents&version=GBWEB0241
TIM_Connector_restClientLegacy;master;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/TIM_Connector_restClientLegacy?_a=contents&version=GBmaster
MeuTIM_pweb-portlet-ativacaoDesativacaoServicos;WEB0083;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/MeuTIM_pweb-portlet-ativacaoDesativacaoServicos?_a=contents&version=GBWEB0083
MeuTIM_pweb-portlet-ativacaoDesativacaoServicos;WEB0241;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/MeuTIM_pweb-portlet-ativacaoDesativacaoServicos?_a=contents&version=GBWEB0241
MeuTIM_pweb-portlet-ativacaoDesativacaoServicos;WEB0241_BKP;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/MeuTIM_pweb-portlet-ativacaoDesativacaoServicos?_a=contents&version=GBWEB0241_BKP
MeuTIM_pweb-portlet-ativacaoDesativacaoServicos;WEB0241_NEW;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/MeuTIM_pweb-portlet-ativacaoDesativacaoServicos?_a=contents&version=GBWEB0241_NEW
MeuTIM_pweb-portlet-ativacaoDesativacaoServicos;master;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/MeuTIM_pweb-portlet-ativacaoDesativacaoServicos?_a=contents&version=GBmaster
MeuTIM_pweb-portlet-receberPorSMS;master;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/MeuTIM_pweb-portlet-receberPorSMS?_a=contents&version=GBmaster
OAM_AccessControl;SDN349511_feature_workManager;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/OAM_AccessControl?_a=contents&version=GBSDN349511_feature_workManager
OAM_AccessControl;WEB0023;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/OAM_AccessControl?_a=contents&version=GBWEB0023
OAM_AccessControl;WEB0090;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/OAM_AccessControl?_a=contents&version=GBWEB0090
OAM_AccessControl;WEB0098;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/OAM_AccessControl?_a=contents&version=GBWEB0098
OAM_AccessControl;WEB0237;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/OAM_AccessControl?_a=contents&version=GBWEB0237
OAM_AccessControl;development;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/OAM_AccessControl?_a=contents&version=GBdevelopment
OAM_AccessControl;feature_workManager;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/OAM_AccessControl?_a=contents&version=GBfeature_workManager
OAM_AccessControl;fqa;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/OAM_AccessControl?_a=contents&version=GBfqa
OAM_AccessControl;master;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/OAM_AccessControl?_a=contents&version=GBmaster
TIM_Components_captive;WEB0318;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/TIM_Components_captive?_a=contents&version=GBWEB0318
TIM_Components_captive;WEB0318_Integracao;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/TIM_Components_captive?_a=contents&version=GBWEB0318_Integracao
TIM_Components_captive;WEB0318_Ofertas_Fairusage;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/TIM_Components_captive?_a=contents&version=GBWEB0318_Ofertas_Fairusage
TIM_Components_captive;master;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/TIM_Components_captive?_a=contents&version=GBmaster
TIM_Components_promotion;WEB0313;https://accenturetim.visualstudio.com/WEB_VAS/WEB_VAS%20Team/_git/TIM_Components_promotion?_a=contents&version=GBWEB0313
